name,type,CP,adresse,latitude,longitude,telephone,prix,specialite1,specialite2,specialite3
Au Gré du Vin,Restaurant,59800,"20, rue au Péterinck",50.6410706,3.0615050999999767,+33 3 20 55 42 51,De 16 à 35 €,Terroir,Planches / Assiettes froides,Bar à vins / Cave à manger
Le Bistrot du Trinquet de Maïtena,Restaurant,64500,"42, rue du Midi",43.3891889,-1.6589714000000413,+33 5 59 26 05 13,De 16 à 35 €,Bistrot,Cuisine du marché,Terroir
Istrenn Passion,Restaurant,56470,Les Presses,47.5830294,-3.015355600000021,+33 2 97 55 19 01,De 16 à 35 €,Poissons et fruits de mer,,
La Ferme de Victorine ,Restaurant,73590,Le Planay,45.8054324,6.551263699999936,+33 4 79 31 63 46,De 36 à 50 €,Ferme-auberge,Terroir,
Le Komptoir des Amis,Restaurant,64500,"7, bd du Commandant-Passicot",43.3864873,-1.6603119000000106,+33 5 59 23 47 59,De 16 à 35 €,Néobistrot,Table d'hôte,
Le Passe Temps,Restaurant,69006,"52, rue Tronchet",45.7699478,4.84948600000007,+33 4 72 82 90 14,De 36 à 50 €,Néobistrot,,
Etxe Nami,Restaurant,64500,"11, av. Jaureguiberry",43.3873182,-1.6592762999999877,+ 33 5 59 85 51 47,De 16 à 35 €,Asiatique,Biocool,Japonais
Le Vin des Vivants,Restaurant,69001,"6, pl. Fernand-Rey",45.769089,4.8294349999999895,,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Kitchen Ter(re),Restaurant,75005,"26, boulevard Saint-Germain",48.8496179,2.353134100000034,+33 1 42 39 47 48,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Neni,Restaurant,75010,"12, bd de Denain",48.8795258,2.354939800000011,+33 1 42 80 82 34,De 36 à 50 €,Israélien,Balkanique,
Presqu'Île,Restaurant,75007,"57, rue de Bellechasse",48.85507579999999,2.320126899999991,,De 16 à 35 €,Poissons et fruits de mer,,
Pilgrim,Restaurant,75015,8 Rue Nicolas Charlet,48.8425052,2.313895099999968,+ 33 1 40 29 09 71,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Hanoï Corner,Restaurant,75009,"7, rue Blanche",48.8776569,2.3318355999999767,,Moins de 15 €,Vietnamien,Café / Coffee Shop,Lèche-doigts
Belliou La Fumée,Restaurant,73700,Pré-Saint-Esprit,45.5824589,6.834003299999949,+33 4 79 07 29 13,Plus de 51 €,Terroir,,
La Cagette,Restaurant,33000,"8, pl. du Palais",44.8382067,-0.5694785000000593,+33 9 80 53 84 35,De 16 à 35 €,Néobistrot,Snack / Tartes / Salades / Soupes / Bols,
Desi Road ,Restaurant,75006,"14, rue Dauphine",48.8556872,2.339901999999938,+33 1 43 26 44 91,De 16 à 35 €,Indien / Pakistanais / Sri-lankais,,
Raviolis Nord-Est Saint-Denis ,Restaurant,75001,"115, rue Saint-Denis",48.8628475,2.349533299999962,+ 33 9 81 17 19 08,Moins de 15 €,Asiatique,Chinois,
Mingway,Restaurant,93500,"1, rue Victor Hugo",48.89557079999999,2.4020020000000386,+33 6 05 95 06 98,Moins de 15 €,Néobistrot,Sandwichs / Bagels,Bar à vins / Cave à manger
Goguette,Restaurant,75011,"108, rue Amelot",48.8630232,2.367425599999933,+33 9 54 74 16 36,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
La Ferme de la Ruchotte,Restaurant,21360,La Ruchotte,47.0943106,4.7094916,+33 3 80 20 04 79,De 36 à 50 €,Biocool,Ferme-auberge,Terroir
"Fulgurances, en face",Restaurant,75011,"5, rue Alexandre-Dumas",48.8529714,2.389381299999968,+33 1 45 68 92 52,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
La Merenda,Restaurant,06300,"4, rue Raoul-Bosio",43.6964559,7.2731676,Pas de téléphone,De 36 à 50 €,Bistrot,Cuisine du marché,Provençal
Cheval d'Or,Restaurant,75019,"21, rue de la Villette",48.8757064,2.3873234999999795,,De 36 à 50 €,Asiatique,Chinois,Néobistrot
Willette,Restaurant,75009,"21, rue de Trévise",48.8739029,2.345223799999985,+33 9 83 48 10 87,De 16 à 35 €,Bistrot,,
Ima Cantine,Restaurant,75010,"39, quai de Valmy",48.8692962,2.366275299999984,+33 1 40 36 41 37,De 16 à 35 €,Café / Coffee Shop,Méditerranéen,Snack / Tartes / Salades / Soupes / Bols
Il Brigante,Restaurant,75018,"14, rue du Ruisseau",48.8921354,2.340116099999932,+33 1 44 92 72 15,De 16 à 35 €,Italien,Pizzas,
Le Garde Champêtre,Restaurant,10250,50 Route des Riceys,47.9872853,4.474123200000008,+33 3 25 29 44 61,De 16 à 35 €,Biocool,Néobistrot,Terroir
D'une île,Restaurant,61110,Lieu-dit L'Aunay,48.4627866,0.7901051000000052,+33 2 33 83 01 47,De 36 à 50 €,Table d'hôte,,
Papilles,Restaurant,75009,"77, rue de Rochechouart",48.8816545,2.346405799999957,+33 9 50 78 16 32,De 16 à 35 €,Café / Coffee Shop,Salon de thé / Pâtisserie,
Augustin Marchand d'Vins,Restaurant,75006,"26, rue des Grands-Augustins",48.85365969999999,2.340164200000004,+33 9 81 21 76 21,De 16 à 35 €,Bar à vins / Cave à manger,,
PNY Marais,Restaurant,75003,"1, rue Perrée",48.8637826,2.3625885000000153,+33 9 83 78 69 34,De 16 à 35 €,Burgers,Lèche-doigts,
Les Mauvaises Herbes ,Restaurant,89100,"56, rue du Général-de-Gaulle",48.1926942,3.282846100000029,+ 33 3 86 97 13 84,De 16 à 35 €,Cuisine du marché,Bar à vins / Cave à manger,
Les 3 Journées ,Restaurant,66000,"26, rue des Trois Journées",42.6993353,2.896338499999956,+33 04 11 63 83 05,De 16 à 35 €,Bistrot,,
Shin-Ya Ramen ,Restaurant,31400,"98, Grande-Rue Saint-Michel",43.5899299,1.4459524000000101,+33 9 72 86 61 90,Moins de 15 €,Asiatique,Japonais,
Simone et Paulette,Restaurant,13200,"21, rue du Pont",43.6774316,4.624238099999957, +33 9 83 36 15 14,De 16 à 35 €,Cuisine du marché,Sandwichs / Bagels,
"L'Anversis, Table de Montagne ",Restaurant,39310,"239, chemin de l'Anversis",46.4030065,5.991245100000015,+33 3 84 41 20 91,De 16 à 35 €,Terroir,,
L'Œnosphère,Restaurant,67000,"33, rue de Zurich",48.5803884,7.756644800000004,+33 3 88 36 10 87,Moins de 15 €,Alsacien,Terroir,Bar à vins / Cave à manger
Gaya,Restaurant,75007,"6, rue de Saint-Simon ",48.8565779,2.323986800000057,+33 1 45 44 73 73,Plus de 51 €,Cuisine d'auteur,Néobistrot,Poissons et fruits de mer
Yansai ,Restaurant,75017,"47, rue des Moines",48.8899963,2.3203906999999617,+33 1 46 27 73 86,Moins de 15 €,Asiatique,Coréen,
Café Ineko ,Restaurant,75003,"13, rue des Gravilliers",48.8635759,2.3572993000000224,+33 9 67 87 23 10,De 16 à 35 €,Bistrot,Café / Coffee Shop,Cuisine du marché
Clover Grill ,Restaurant,75001,"6, rue Bailleul",48.86101679999999,2.341934100000003,+ 33 1 40 41 59 59,Plus de 51 €,Néobistrot,Viandes / Grillades,
Clover Green ,Restaurant,75007,"5, rue Perronet",48.85517840000001,2.330281600000035,+33 1 75 50 00 05,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Café Constant,Restaurant,75007,"139, rue Saint-Dominique",48.8581283,2.3016680000000633,+33 1 47 53 73 34,De 36 à 50 €,Bistrot,,
Ancora Tu,Restaurant,75116,"6, rue de Chaillot",48.8667626,2.297078499999998,+33 1 47 20 26 92,De 16 à 35 €,Italien,,
Les Cuistots Migrateurs,Restaurant,75018,128 av. de Saint-Ouen,48.89587,2.328578,+33 1 42 28 35 91,Moins de 15 €,Tapas,Méditerranéen,Syrien
Mersea,Restaurant,75009,"6, rue du Faubourg-Montmartre",48.87189859999999,2.343369100000018,+ 33 9 73 22 46 13,De 16 à 35 €,Poissons et fruits de mer,Lèche-doigts,
Raffinati,Restaurant,75018,"74 ter, rue de Clignancourt",48.88974409999999,2.3483942000000297,+ 33 9 83 54 57 29,De 16 à 35 €,Italien,Terroir,Bar à vins / Cave à manger
Le Jourdain,Restaurant,75020,"101, rue des Couronnes",48.8722047,2.389227500000061,+33 1 43 66 29 10,De 16 à 35 €,Bistrot,,
Mumi,Restaurant,75001,"14, rue Sauval",48.8620361,2.3425892000000204,+33 1 40 26 27 54,De 36 à 50 €,Cuisine d'auteur,,
La Bourse et la Vie,Restaurant,75002,"12, rue Vivienne",48.8676204,2.3395636000000195,+33 1 42 60 08 83,Plus de 51 €,Bistrot,Café / Coffee Shop,
Le Myrobolant,Restaurant,75011,"140, rue Saint-Maur",48.86856,2.374911099999963,+33 1 71 28 84 79,De 16 à 35 €,Bistrot,Cuisine du marché,Tapas
Åke table & vin,Restaurant,75010,"15, rue Alibert",48.8716293,2.367228100000034,+33 1 42 08 79 60,De 16 à 35 €,Néobistrot,Suédois,Bar à vins / Cave à manger
Chez Pépé Nicolas ,Restaurant,73440,D117,45.3053973,6.547583199999963,+33 6 09 45 28 35,De 36 à 50 €,Ferme-auberge,Terroir,
Aux Crus de Bourgogne ,Restaurant,75002,"3, rue Bachaumont",48.8658229,2.3464375999999447,+33 1 42 33 48 24,De 36 à 50 €,Bistrot,,
Balady,Restaurant,13001,"66, rue Consolat",43.300687,5.3884726,+33 9 80 99 21 03,Moins de 15 €,Méditerranéen,Salon de thé / Pâtisserie,Lèche-doigts
Wadja,Restaurant,75006,"10, rue de la Grande-Chaumière",48.8423412,2.330701099999942,+33 1 46 33 02 02,De 36 à 50 €,Cuisine du marché,Néobistrot,
La Bécane à Gaston,Restaurant,75010,"24, rue Lucien-Sampaix",48.8724579,2.3611859000000095,+33 9 80 73 22 98,De 16 à 35 €,Bistrot,Cuisine du marché,Viandes / Grillades
Lamée,Restaurant,75008,"20 bis, rue La Boétie",48.8741976,2.3164500999999973,+33 1 84 25 70 90,Moins de 15 €,Sandwichs / Bagels,Lèche-doigts,
Cravan,Restaurant,75016,"17, rue Jean-de-La-Fontaine",48.8516385,2.2738679000000275,+33 1 40 50 14 30,De 16 à 35 €,Café / Coffee Shop,Lèche-doigts,
Massa,Restaurant,33000,"36, rue des Ayres",44.8368501,-0.5738132000000178,+33 5 47 47 89 42,Moins de 15 €,Méditerranéen,Végétarien,Sandwichs / Bagels
Café des Alpes,Restaurant,26410,"2, pl. Pierre-Devoluy",44.6953419,5.48502899999994,+33475218791,De 16 à 35 €,Bistrot,Cuisine d'auteur,Cuisine du marché
Poulpette,Restaurant,16100,"46, av. du Maréchal-de-Lattre-de-Tassigny",45.6998012,-0.33342579999998634,+33 5 45 82 22 08 ,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Miznon Grands Boulevards,Restaurant,75009,"3, rue de la Grange Batelière",48.8728797,2.3425697999999784,+33 9 71 43 71 96,Moins de 15 €,Méditerranéen,Lèche-doigts,Israélien
La Vierge,Restaurant,75020,"58, rue de la Réunion",48.8551624,2.4016291000000365,+33 1 43 67 51 15,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Epoq,Restaurant,64200,"11, rue du Helder",43.4814574,-1.557862900000032,+33 9 88 09 68 12,De 16 à 35 €,Cuisine d'auteur,Néobistrot,Bar à vins / Cave à manger
Jogging,Restaurant,13006,"103, rue Paradis",43.2891388,5.378682799999979,+33 4 91 81 44 94,De 16 à 35 €,Cuisine du marché,,
Sausalito,Restaurant,75009,"80, rue de Maubeuge",48.8791629,2.348244300000033,+33 1 48 74 47 06,De 16 à 35 €,Bar à vins / Cave à manger,,
Bierbuik,Restaurant,59800,"19, rue Royale",50.6393737,3.058170300000029,,Moins de 15 €,Terroir,,
Racine,Restaurant,32700,"123, rue nationale",43.9350273,0.6181033999999954,+33 5 62 28 07 41 ,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Bioburger,Restaurant,75002,"45, rue des Petits Carreaux",48.8682289,2.347356399999967,01 42 86 15 09,Moins de 15 €,Biocool,Burgers,
Shabour,Restaurant,75002,"19, rue Saint-Sauveur",48.8659142,2.3490984999999682,,Plus de 51 €,Cuisine d'auteur,Méditerranéen,Israélien
Frenchie,Restaurant,75002,"5, rue du Nil",48.8677099,2.3479182999999466,+33 1 40 39 96 19,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Oursin,Restaurant,75008,"60, av. des Champs-Élysées",48.8704642,2.306304800000021,+33 1 83 65 61 02,Plus de 51 €,Méditerranéen,,
Liza / L de Liza,Restaurant,75002,"14, rue de la Banque",48.8675818,2.341026499999998,+33 1 55 35 00 66,De 36 à 50 €,Libanais,,
Sando Club,Restaurant,75011,"1-3, passage Thiéré",48.8532372,2.3749477999999726,+ 33 9 82 59 50 33,Moins de 15 €,Café / Coffee Shop,Sandwichs / Bagels,
Addommè,Restaurant,75003,"26, rue Notre Dame de Nazareth",48.867298,2.3599176999999827,+33 9 83 27 63 80,De 16 à 35 €,Italien,Pizzas,
Bopome,Restaurant,75010,"48, rue de Lancry",48.8718855,2.3626481000000013,+33 9 83 74 60 24,Moins de 15 €,Taïwanais,Lèche-doigts,
Pouzenc,Restaurant,75012,"67, rue de Charenton ",48.8502834,2.3737171999999873,+ 33 9 53 52 32 90,De 16 à 35 €,Bistrot,,
Entre Deux Rives,Restaurant,75002,"1, rue de Hanovre",48.8701406,2.3357441000000563,+33 1 42 66 15 11,De 16 à 35 €,Asiatique,Vietnamien,
Bob’s Bake Shop,Restaurant,75018,"Halle Pajol, 12, esplanade Nathalie-Sarraute",48.8886836,2.3630247999999483,+33 9 84 46 25 26,Moins de 15 €,Snack / Tartes / Salades / Soupes / Bols,Végétarien,Sandwichs / Bagels
Supu Ramen,Restaurant,75006,"53, quai des Grands Augustins",48.8552496,2.3412839999999733,+33 1 43 25 45 94,De 16 à 35 €,Japonais,,
Faggio Salumeria,Restaurant,75009,"72, rue de Rochechouart",48.881634,2.3466908999999987,+ 33 1 40 37 44 02,De 16 à 35 €,Bar à vins / Cave à manger,,
Café lai'Tcha,Restaurant,75001,"7, rue du Jour",48.8636533,2.344082999999955,+33 01 40 26 05 05,De 36 à 50 €,Chinois,Cuisine d'auteur,
LaLa,Restaurant,75002,"6, place des Victoires",48.866038,2.3406795999999304,+33 1 40 13 75 75,De 16 à 35 €,Café / Coffee Shop,Cuisine du marché,Salon de thé / Pâtisserie
Johana’s Fish & Chips ,Restaurant,75002,"30, rue Saint-Sauveur",48.8663294,2.3476435999999694,+33 1 42 21 88 78,Moins de 15 €,Poissons et fruits de mer,Lèche-doigts,
Hôtel des Grands Boulevards,Restaurant,75002,"17, boulevard Poissonnière",48.8709333,2.3448912000000064,+33 1 85 73 33 33,De 36 à 50 €,Italien,Néobistrot,
Daroco,Restaurant,75002,"6, rue Vivienne",48.8672504,2.339061000000015,+33 1 42 21 93 71,De 36 à 50 €,Italien,Pizzas,Néobrasserie
Dalmata,Restaurant,75002,"8, rue Tiquetonne",48.8644688,2.349424499999941,Pas de téléphone,De 16 à 35 €,Italien,Pizzas,
Sushi B,Restaurant,75002,"5, rue Rameau",48.867702,2.3373794000000316,+33 1 40 26 52 87,Plus de 51 €,Japonais,Sushis,
Les Papilles,Restaurant,75005,30 Rue Gay-Lussac,48.8445431,2.341672000000017,+33 1 43 25 20 79,De 36 à 50 €,Bistrot,Cuisine du marché,Bar à vins / Cave à manger
Chez Simonne ,Restaurant,75008,8 Rue d'Artois,48.8725223,2.308647199999996,+33 1 53 75 15 52,Moins de 15 €,Snack / Tartes / Salades / Soupes / Bols,Sandwichs / Bagels,
Walaku,Restaurant,75007,"33, rue Rousselet",48.8483064,2.3188557999999375,+33 1 56 24 11 02,Plus de 51 €,Japonais,,
Pizzeria Bonvivant,Restaurant,75005,"4, rue des Ecoles",48.847823,2.3521385999999893,+ 33 9 80 38 96 98,De 16 à 35 €,Pizzas,,
Panache,Restaurant,75009,"1, rue Geoffroy-Marie",48.8732922,2.3431931000000077,+ 33 1 47 70 85 87,De 36 à 50 €,Néobistrot,,
Maison Lautrec,Restaurant,75009,"63, rue Jean-Baptiste-Pigalle",48.8811683,2.3358479999999417,+33 1 53 21 07 78,De 16 à 35 €,Néobistrot,Néobrasserie,
Miss Banh-Mi,Restaurant,75002,"5, rue Mandar",48.86554169999999,2.3460867000000007,+33 9 86 21 32 21,Moins de 15 €,Asiatique,Vietnamien,Sandwichs / Bagels
Litani,Restaurant,75010,"120, rue du Faubourg-Saint-Martin",48.8741919,2.358732199999963,+33 6 51 43 14 90,De 16 à 35 €,Libanais,,
Super,Restaurant,75011,"43, rue Oberkampf",48.8645674,2.37179459999993,+33 1 47 00 06 34,De 16 à 35 €,Cuisine du marché,Table d'hôte,
Deux fois plus de piment,Restaurant,75011,"33, rue Saint-Sébastien",48.861537,2.3705132999999705,+33 1 58 30 99 35,De 16 à 35 €,Asiatique,Chinois,
Billili,Restaurant,75010,"136, rue du Faubourg-Poissonnière",48.8806409,2.350058699999977,+ 33 9 87 76 27 49,De 16 à 35 €,Bar à vins / Cave à manger,,
Au Ciel,Restaurant,75011,"97, rue de Charonne",48.8545315,2.38337039999999,+33 1 43 72 19 08,De 16 à 35 €,Chinois,,
Fleurs de Maï ,Restaurant,75013,"61, avenue de Choisy ",48.82305299999999,2.3621392000000014,+33 1 44 24 37 71,De 16 à 35 €,Asiatique,Chinois,
Bistrotters ,Restaurant,75014,"9, rue Decrès",48.8327781,2.314876300000037,+33 1 45 45 58 59,De 36 à 50 €,Bistrot,Cuisine d'auteur,Terroir
Les Petits Plats ,Restaurant,75014,"39, rue des Plantes",48.8285241,2.322067400000037,+33 1 45 42 50 52,De 36 à 50 €,Bistrot,Viandes / Grillades,Bar à vins / Cave à manger
Origins 14 La Régalade ,Restaurant,75014,"49, av. Jean-Moulin",48.8249168,2.320348200000012,+33 1 45 45 68 58,De 36 à 50 €,Bistrot,Cuisine du marché,Terroir
Naturellement ,Restaurant,75015,"33 bis, rue Mademoiselle",48.8437946,2.2967115999999805,+33 1 73 73 23 69,De 36 à 50 €,Cuisine du marché,Italien,Bar à vins / Cave à manger
La Cantine du Troquet Dupleix,Restaurant,75015,"53, bd de Grenelle",48.8514023,2.292283600000019,+33 1 45 75 98 00,De 36 à 50 €,Bistrot,Café / Coffee Shop,Basque
Radioeat,Restaurant,75016,"116, av. du Président Kennedy ",48.8524459,2.2784990999999764,+33 1 47 20 00 29,De 16 à 35 €,Néobistrot,,
Holybelly 5,Restaurant,75010,"5, rue Lucien-Sampaix",48.8710377,2.3596155999999837,+33 1 82 28 00 80,De 16 à 35 €,Café / Coffee Shop,,
La Rotonde de la Muette,Restaurant,75116,"12, chaussée de la Muette",48.8584532,2.2730688000000328,+ 33 1 45 24 45 45,De 36 à 50 €,Brasserie,,
Sunset,Restaurant,75018,"100, rue Ordener",48.8931789,2.3417389999999614,+33 1 71 28 99 33,De 16 à 35 €,Café / Coffee Shop,Cuisine du marché,Tapas
Le Bouchon et L'Assiette,Restaurant,75017,"127, rue Cardinet",48.8863472,2.3125371999999516,+33 1 42 27 83 93,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
L’Ecailler de l’Ebeniste,Restaurant,75017,"76, rue Boursault",48.8863741,2.3176933,+33 1 42 26 22 02,De 16 à 35 €,Poissons et fruits de mer,,
L'Esquisse,Restaurant,75018,"151 bis, rue Marcadet",48.8912412,2.3386103000000276,+33 1 53 41 63 04,De 36 à 50 €,Cuisine du marché,Néobistrot,
Les Enfants du Marché,Restaurant,75003,"39, rue de Bretagne",48.862755,2.3620003999999426,+ 33 1 40 24 01 43,De 36 à 50 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
Le Mermoz,Restaurant,75008,"16, rue Jean Mermoz",48.8707146,2.3115999999999985,+ 33 1 45 63 65 26,De 36 à 50 €,Cuisine d'auteur,Néobistrot,Bar à vins / Cave à manger
Ellsworth,Restaurant,75001,"34, rue de Richelieu",48.8655806,2.3369466999999986,+33 1 42 60 59 66,De 36 à 50 €,Tapas,Néobistrot,Américain
Juvéniles,Restaurant,75001,"47, rue de Richelieu",48.8663481,2.337016100000028,+33 1 42 97 46 49,De 36 à 50 €,Cuisine du marché,Bar à vins / Cave à manger,
Champeaux,Restaurant,75001,"Forum des Halles, Porte Rambuteau",48.8619911,2.346416299999987,+33 1 53 45 84 50,De 36 à 50 €,Néobrasserie,,
Kunitoraya (Udon Bistro),Restaurant,75001,"1, rue Villedo",48.8659958,2.3366616000000704,+ 33 1 47 03 33 65 ,De 16 à 35 €,Asiatique,Japonais,
Jones,Restaurant,75011,"43, rue Godefroy-Cavaignac",48.8566587,2.3800522999999885,+33 9 80 75 32 08,De 16 à 35 €,Néobistrot,Bar à vins / Cave à manger,
L'Orillon Bar,Restaurant,75011,"35, rue de l'Orillon",48.8702805,2.376393499999949,Pas de téléphone,De 16 à 35 €,Bistrot,Café / Coffee Shop,Cuisine du marché
Buvette,Restaurant,75009,"28, rue Henri-Monnier",48.8804591,2.3376989999999296,+33 1 44 63 41 71,De 16 à 35 €,Café / Coffee Shop,Bar à vins / Cave à manger,
Siseng,Restaurant,75010,"82, quai de Jemmapes",48.8722937,2.3651244000000133, +33 9 51 55 15 77,De 16 à 35 €,Asiatique,Café / Coffee Shop,
Hôtel Providence,Restaurant,75010,"90, rue René-Boulanger",48.8693213,2.3565518999999995,+33 1 46 34 34 04,De 36 à 50 €,Bistrot,,
Candelaria,Restaurant,75003,"52, rue de Saintonge",48.8629395,2.3640889000000698,+33 1 42 74 41 28,Moins de 15 €,Mexicain,Lèche-doigts,
Aux Deux Amis,Restaurant,75011,"45, rue Oberkampf ",48.8645978,2.37186829999996,+33 1 58 30 38 13,De 16 à 35 €,Tapas,Bar à vins / Cave à manger,
Blueberry,Restaurant,75006,"6, rue du Sabot",48.8527452,2.331322,+33 1 42 22 21 56,De 36 à 50 €,Asiatique,Japonais,Sushis
Pontochoux,Restaurant,75003,"18, rue du Pont-aux-Choux",48.8613189,2.3650927999999567,+33 9 86 70 77 00,Moins de 15 €,Japonais,,
Song-Heng,Restaurant,75003,"3, rue Volta",48.8647273,2.3567798999999923,+33 1 42 78 31 70,Moins de 15 €,Asiatique,Vietnamien,
Jouvence,Restaurant,75012,"172 bis, rue du Faubourg-Saint-Antoine",48.8501829,2.382082999999966,+33 1 56 58 04 73,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Tomette,Restaurant,75012,"23, rue de Cotte",48.8498561,2.3777158999999983,+ 33 1 53 17 09 91,De 16 à 35 €,Bar à vins / Cave à manger,Lèche-doigts,
La Cave à Michel ,Restaurant,75010,"36, rue Sainte-Marthe",48.87435319999999,2.372934399999963,+33 1 42 45 94 47,De 16 à 35 €,Tapas,Bar à vins / Cave à manger,
Le Camondo,Restaurant,75008,"61 bis, rue de Monceau",48.8788783,2.31194389999996,+ 33 1 45 63 40 40,Plus de 51 €,Méditerranéen,Nourritures mondaines,Néobrasserie
Au Délice de Confucius,Restaurant,75013,"68, bd de L’Hôpital",48.83780489999999,2.359768000000031,+33 1 47 07 36 92,De 16 à 35 €,Asiatique,Chinois,
En Vrac,Restaurant,75018,"2, rue de l'Olive",48.8901674,2.3614886000000297,+33 1 53 26 03 94,De 16 à 35 €,Bar à vins / Cave à manger,,
Les Alisiers,Restaurant,04140,La Pérourière,44.402185,6.348906599999964,+33 4 92 35 34 80,De 16 à 35 €,Cuisine du marché,Terroir,
Neige d’Eté,Restaurant,75015,"12, rue de l'Amiral-Roussin",48.8453342,2.2990853000000016,+33 1 42 73 66 66,Plus de 51 €,Cuisine d'auteur,,
Le Beurre Noisette,Restaurant,75015,"68, rue Vasco-de-Gama",48.835621,2.2847405999999637,+33 1 48 56 82 49,De 36 à 50 €,Bistrot,,
Buzkashi,Restaurant,75017,"7, rue des Dames",48.8853693,2.3257681999999704,+33 9 53 41 92 30,De 16 à 35 €,Afghan,,
Sushi Marché,Restaurant,75016,"20, rue Mirabeau",48.8466944,2.270988799999941,+33 1 42 88 11 49,De 36 à 50 €,Asiatique,Japonais,Sushis
Les Bacchanales,Restaurant,06140,"247, avenue de Provence",43.7267796,7.111818200000016,+33 4 93 24 19 19,Plus de 51 €,Cuisine d'auteur,Néobistrot,
Likoké,Restaurant,07140,"7, route de Paiolive",44.40404669999999,4.133210599999984,+33 4 75 88 09 74,Plus de 51 €,Cuisine d'auteur,,
La Grignothèque,Restaurant,09700,"49, allées du Balouard",43.233502,1.5747539999999844,+33 5 81 30 64 46,De 16 à 35 €,Cuisine du marché,Néobistrot,Terroir
Au Verre Levé,Restaurant,13100,"15, rue Granet",43.5299312,5.449086599999987,+33 4 86 31 08 15,De 16 à 35 €,Planches / Assiettes froides,Bar à vins / Cave à manger,
Maison Drouot,Restaurant,13520,"18, impasse Michel Durand",43.721127,4.802404000000024,+33 6 61 07 38 54,Plus de 51 €,Cuisine d'auteur,Cuisine du marché,
Maison Maison,Restaurant,75001,"Face au 16, quai du Louvre",48.8585256,2.341392799999994,+33 9 67 82 07 32,De 16 à 35 €,Bistrot,Café / Coffee Shop,Planches / Assiettes froides
Le Flacon Saint-Michel ,Restaurant,33000,"9, pl. du Maucaillou",44.8321297,-0.5673234999999295,+33 9 82 34 60 68,De 16 à 35 €,Bar à vins / Cave à manger,,
Chez Paul,Restaurant,35000,"30, rue Poullain-Duparc ",48.108751,-1.6818997000000309,+33 2 99 78 22 49,De 16 à 35 €,Bistrot,Cuisine du marché,
Louvine,Restaurant,40510,"45, avenue du Penon",43.6900559,-1.4355247999999392,+33 9 71 57 16 10 ,De 16 à 35 €,Café / Coffee Shop,,
AO,Restaurant,56360,"7, route de Bangor",47.3407449,-3.1584702999999763,+33 2 97 57 12 51,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Le Médiéval,Restaurant,46700,"24, Grand Rue",44.5038624,1.1379819999999654,+33 9 86 31 80 88,De 16 à 35 €,Bistrot,Bar à vins / Cave à manger,
Instincts,Restaurant,64500,"20, rue Garât",43.3889398,-1.662529500000005,+33 5 59 24 66 98,De 36 à 50 €,Cuisine d'auteur,Néobistrot,
Maitenia,Restaurant,64500,"8, place du Fronton",43.38404670000001,-1.6681551000000354,+33 5 40 39 26 03,De 16 à 35 €,Biocool,Cuisine du marché,Terroir
Les Cochonneries du Cap e Tot,Restaurant,64370,"26, carrère du Château",43.5112524,-0.5346354000000701,+33 5 59 81 62 68,De 16 à 35 €,Cuisine d'auteur,Cuisine du marché,Néobistrot
L'Ourson qui boit,Restaurant,69001,"23, rue Royale",45.77069609999999,4.8373942000000625,+33 4 78 27 23 37,De 16 à 35 €,Néobistrot,,
Homies / Homies Bis,Restaurant,75004,"26 et 13, rue Beautreillis ",48.853101,2.3636756999999307,+33 9 80 41 05 40 / +33 1 42 72 38 34,De 16 à 35 €,Tapas,Végétarien,Bar à vins / Cave à manger
La Boria,Restaurant,07000,"3, cours du Palais",44.7343907,4.599390099999937,+33 4 75 64 48 48,De 36 à 50 €,Cuisine d'auteur,Néobistrot,Terroir
La Reine Jane,Restaurant,83400,Quai des Cormorans,43.1014973,6.17317079999998,+33 4 94 66 32 64,De 36 à 50 €,Néobistrot,,
Daki-Daïa,Restaurant,06300,"26, quai Lunel",43.695034,7.282952000000023,+33 9 82 41 18 68,De 16 à 35 €,Tapas,Méditerranéen,
Le Bar des Oiseaux ,Restaurant,06300,"5, rue Saint-Vincent",43.6969387,7.274871399999938,+33 4 93 80 27 33,De 36 à 50 €,Bistrot,Cuisine du marché,
AM,Restaurant,13008,"9, rue François-Rocca",43.27003,5.386253000000011,+33 4 91 24 83 63,Plus de 51 €,Cuisine d'auteur,,
Chardon,Restaurant,13200,"37, rue des Arènes",43.67769089999999,4.628016300000013,+33 9 72 86 72 04,De 16 à 35 €,Cuisine d'auteur,Néobistrot,
